,LIMIT_BAL,PB1,PB2,PB3,PB4,PB5,PB6
4993,160000,-66908,28748,39252,0,0,0
4994,500000,-2293,18155,-10789,-51224,58825,-10683
4995,20000,14320,16761,18000,18224,18048,18348
4996,180000,0,0,610,4282,8282,0
4997,200000,189098,116830,117681,118788,63771,64195
4998,310000,228739,234629,230277,255764,260231,266427
4999,160000,1430,-715,0,0,-150,150
5000,170000,0,0,0,-200,200,0
5001,500000,-1309,905,1155,-63497,1984,27189
5002,140000,-330,0,261,69,-261,-30544
5003,80000,42723,33709,51119,46922,42865,43583
5004,420000,22177,22753,16103,17217,-37644,58084
5006,280000,0,326,-326,-326,652,-652
5007,20000,6482,13710,15767,15223,13342,12885
5008,170000,58948,58090,63000,0,-3300,3300
5009,30000,11246,9044,10423,10049,3747,2864
5010,20000,16320,0,0,0,0,0
5011,280000,4376,-646,-324,-324,-88684,77991
5012,30000,53720,49268,48338,42430,35875,40272
5013,170000,5556,0,0,0,0,0
5014,290000,-7023,2023,6680,7860,-282,8142
5015,290000,0,0,-2700,2700,0,-6984
5016,360000,-4516,1315,225,4912,1150,-9294
5017,190000,77420,93705,84117,96079,86428,96618
5018,90000,70182,-18,-18,-18,-18,-18
5019,20000,14857,17452,16122,16431,16563,15187
5020,290000,147753,116241,108434,110273,93040,86942
5021,460000,286536,273660,264389,240997,230208,219633
5022,230000,-2132,1732,-2681,3157,-429,-496
5023,170000,0,0,0,0,2,322
5024,180000,1220,3614,4594,-473,1095,3769
5025,20000,18122,-1105,16115,18297,18000,18683
5026,50000,46413,46050,44568,43572,43412,43385
5027,200000,0,0,0,0,0,-20271
5028,80000,0,0,0,0,0,0
5029,380000,-17099,19710,-7645,4398,-1606,18602
5030,500000,-1196,1306,-969,872,-1056,12117
5031,170000,22972,30090,17044,19050,17976,8042
5032,20000,12605,12532,14700,15346,14837,16298
5033,320000,152832,156750,162870,163271,166868,145827
5034,50000,45973,48052,47038,7760,9369,7451
5035,400000,293135,373869,352338,332255,283777,509566
5036,320000,-10182,10038,8434,7061,924,-11745
5037,200000,213343,206359,196917,149221,156438,150415
5038,20000,4381,-241,-2497,3809,2732,8632
5039,230000,0,-324,324,-2600,-807,2807
5040,130000,-1758,1643,-696,978,652,0
5041,310000,262610,163279,145423,121581,99435,113132
5042,50000,23113,24803,25816,26547,26887,27931
5043,90000,82419,86425,3831,46430,47485,45443
5044,260000,53437,54929,53969,58215,61865,128242
5045,270000,68554,64903,46498,38284,35165,22156
5046,210000,8004,54767,54872,50910,47476,51769
5047,220000,121578,120118,120917,116683,121890,127784
5048,80000,61288,81844,75843,72821,81574,75345
5049,50000,33205,33545,40996,43992,41155,42436
5050,20000,43129,44261,45594,48381,17914,18562
5051,20000,10936,4602,-340,-780,-2340,630
5052,100000,6659,9585,2308,-6178,-1392,6286
5053,320000,71122,67308,49223,49371,51518,52601
5054,200000,0,-6372,4415,1957,-596,-193
5055,80000,-583,184,-606,-292,1172,-2600
5056,120000,61239,65280,58937,64790,66065,66784
5057,20000,17697,18497,19060,17980,19580,0
5058,200000,8012,1619,-5692,5451,-1,-1
5059,140000,0,0,0,0,0,0
5060,50000,26070,27018,28160,30600,-9637,8714
5061,60000,59714,61748,57983,27301,29001,-13754
5062,50000,44709,46712,47645,19203,19945,19117
5063,200000,183290,187728,190668,184365,186603,193654
5064,20000,12039,19752,17730,20223,15806,20001
5065,200000,0,0,0,0,-900,20
5066,350000,1654,8598,-407,2809,-4527,3221
5067,50000,19431,20232,21761,20124,25567,23363
5068,120000,4936,-3220,5696,381,320,-259
5069,150000,3437,-1898,-2090,2946,-447,-2302
5070,180000,-218,-15431,-1308,26508,-20653,22133
5071,120000,0,0,0,-940,770,-1848
5072,130000,121207,122118,129904,44822,43314,43829
5073,80000,994,-14835,6594,9265,-1422,-4672
5074,390000,6317,4731,3323,2875,-319,-563
5075,50000,21824,18187,20815,26418,21359,29745
5076,50000,24059,25437,26187,26924,27811,28669
5077,320000,-4459,-197556,198687,117501,61816,9257
5078,50000,15647,19653,18284,18152,17504,17907
5079,200000,171647,152978,172583,173784,177201,180467
5080,30000,13486,11456,13340,13446,13732,14009
5081,290000,754,-98,-809,-527,-818,946
5082,50000,2274,-2090,2312,0,-176,281
5083,50000,-372,972,0,0,-6500,4637
5084,140000,134073,119814,132314,131189,131639,134047
5085,50000,14686,12944,14622,13617,12500,14420
5086,80000,-2049,7014,1140,7350,-1454,4524
5087,50000,28291,29964,31030,31628,32311,32920
5088,280000,13670,2916,950,247,-1896,1348
5089,80000,35242,35634,36281,36993,37860,38320
5090,60000,59461,58059,29604,21401,18788,18199
5091,360000,-11160,12920,0,0,0,0
5092,520000,16496,11290,7389,5924,3945,-214532
5093,210000,0,0,0,0,0,0
5094,360000,10410,-3644,-10927,14812,981,903
5095,100000,95525,96859,93620,-11552,32601,-18289
5096,50000,46368,34253,15563,14285,14745,14724
5097,280000,121609,70057,75377,63477,72042,63695
5098,120000,14544,20030,26022,27949,23926,29357
5099,50000,41928,45772,50609,47209,42256,47891
5100,360000,2116,-3,-3,-717,-168,-644
5101,140000,354,8,160,-1486,-1416,2167
5102,130000,0,0,0,0,0,0
5103,240000,4182,-500,1139,4024,1880,-44547
5104,70000,46514,46438,54171,18116,16711,22718
5105,80000,26403,27526,29165,29382,30146,26633
5107,180000,160671,170125,180488,136956,136654,122248
5108,80000,61271,60142,58105,50884,52560,52583
5109,300000,8045,0,0,0,-2,-1634
5110,70000,58707,38245,1880,0,0,0
5111,180000,0,0,0,0,0,0
5112,150000,80521,84396,79424,70350,79721,74028
5113,30000,23437,26734,23933,27353,24485,28620
5114,180000,126080,117031,109078,89811,91659,90856
5115,20000,21763,20596,20930,20182,19836,11998
5116,30000,15501,25151,23353,23749,23199,25820
5117,500000,-2326,1162,1164,0,0,-28666
5118,290000,59029,44716,37340,20587,21219,24647
5119,500000,177516,94838,107662,61679,65090,68728
5120,150000,66512,60765,60351,62742,59803,56987
5121,200000,446,0,-77,77,-157,129
5122,50000,19631,9864,13094,11834,11835,11895
5123,180000,-12,-3324,3300,0,0,0
5124,150000,-17701,3154,14517,-1625,3495,-21754
5125,210000,-1075,846,-570,799,0,-2247
5127,360000,575,1430,-242,1250,-860,860
5128,60000,22212,18568,24209,22024,23391,24033
5129,230000,-42666,40711,41742,35502,27581,30738
5130,260000,3518,-2551,2551,-2589,2311,-5753
5131,210000,5551,-1597,1297,-5383,2699,-9841
5132,200000,518,-830,1254,3350,0,-5706
5133,20000,15018,16584,15022,8190,8190,0
5134,30000,26245,27175,27824,28114,27833,28134
5135,180000,69118,73990,72481,79145,84739,80082
5136,50000,39435,42030,41979,29508,13519,18231
5137,200000,140802,144550,149977,152166,156270,159101
5138,140000,13437,15848,16209,22503,17918,33186
5139,250000,-12708,11951,-1955,-10306,14895,4020
5140,200000,201196,-204359,180829,91686,96131,98467
5141,80000,42899,43743,44879,45799,46876,45409
5142,60000,60352,55362,49378,45494,30365,18511
5143,360000,780,0,-150,150,150,0
5144,50000,-562,3625,0,0,0,0
5145,240000,-28,-28,-28,-1578,-5378,2720
5146,330000,704,11635,-14635,9387,5049,896
5147,50000,11750,15224,12687,16135,13737,17316
5148,110000,7128,852,2625,2625,0,0
5149,30000,0,0,0,0,-7035,7035
5150,20000,4366,6527,5974,5470,6566,8044
5151,20000,7341,18161,12300,-22749,18007,11575
5152,160000,130809,72080,145336,87820,84449,79559
5153,80000,75210,78320,67978,45265,44518,45530
5154,180000,-3621,-4844,6535,1339,1825,734
5155,80000,0,0,-690,1080,150,0
5156,150000,2698,875,-2900,4100,0,0
5157,130000,78873,80524,82215,83799,85593,87261
5158,240000,-7263,11980,-473,-11010,-403,11196
5159,400000,364,-20537,21665,20965,19074,11813
5160,500000,3934,6306,-27097,16879,4615,-36463
5161,20000,15023,17889,13473,18430,18715,15945
5162,240000,-2406,2852,-848,-348,-5019,4291
5163,110000,77314,89799,86803,90676,93009,94072
5164,80000,54244,55287,56032,53556,54889,56391
5165,50000,-1293,1167,-35,641,685,-43
5166,330000,8447,-178,176,0,0,0
5167,200000,179307,184219,191533,73206,74231,69278
5169,140000,-96718,148800,134884,123619,-40815,57169
5170,360000,-62,-31,-31,-31,-31,-31
5171,70000,26906,28606,31555,31816,34137,32039
5172,360000,-891,-13748,5512,2346,-2644,4400
5173,260000,0,0,0,0,0,0
5174,80000,73665,68056,56374,54415,51543,44295
5175,180000,0,0,0,-10000,9662,-10556
5176,190000,-13155,-104,8305,-17023,28876,-19452
5177,190000,66018,68843,69813,70716,72180,73237
5178,260000,249518,254314,253531,244265,249080,249442
5179,200000,226637,167818,174489,171180,192223,183627
5180,340000,305995,326513,322450,260380,264418,261095
5181,200000,-13393,12393,14443,14164,14078,14536
5182,150000,-4467,-7472,20478,-1630,-8141,-3435
5183,100000,96983,73765,48831,-2494,9168,-14127
5184,100000,70390,103054,97818,72860,74656,75274
5186,230000,35895,37943,20650,0,0,0
5187,200000,-1779,-3334,-14290,13634,3059,-30766
5188,140000,107980,111797,109948,110653,111720,112190
5189,30000,25333,26192,27864,28521,28741,11674
5190,100000,0,0,-1378,1378,-791,1174
5191,50000,0,-390,780,0,0,-780
5192,330000,4122,0,0,0,0,0
5193,500000,188731,167258,170347,171722,169155,166013
5194,500000,-4458,-1277,14058,9858,13974,12774
5195,50000,45305,45553,45205,43686,39629,46909
5196,50000,12733,15095,10918,1863,1376,10077
5197,50000,45884,45527,45850,46294,46211,46764
5198,20000,14733,17886,18195,18551,18557,19560
5199,70000,66146,70851,67637,27826,27497,27387
5200,60000,53269,46759,39887,24218,24976,25760
5201,230000,208603,217608,149177,41834,200585,213771
5202,60000,21958,21157,22095,24349,23060,24530
5203,330000,3337,-5597,-19593,15033,60849,-21565
5204,500000,-7716,5804,1055,0,-5063,2063
5205,30000,-1930,0,-142,-2000,4072,0
5206,160000,49773,50048,53714,55039,55943,57583
5207,110000,104191,107123,106869,41607,41354,42239
5208,50000,29116,25468,31155,29024,28484,28129
5209,50000,-561,926,-2,0,0,0
5210,20000,0,0,0,0,0,0
5211,50000,48165,-1262,48861,18939,19374,18998
5212,210000,0,0,0,0,-8270,8270
5213,500000,-5413,3937,-488,1501,-4159,1726
5214,320000,25643,32751,17262,16157,19043,16759
5215,350000,8081,-480,-271,-904,1373,6531
5216,50000,43257,44960,41800,27841,27615,27304
5217,50000,9545,7473,-14816,17706,20486,14907
5218,20000,16475,17474,18296,17467,18326,18736
5219,80000,72714,76049,76206,75031,75293,73870
5220,170000,159156,167559,125609,70479,0,0
5221,50000,46928,29141,29428,16880,22098,23236
5222,400000,36560,0,0,-1757,-18243,11509
5223,90000,78573,94448,90041,33041,24605,36396
5224,50000,48253,51035,33846,26893,27672,24116
5225,60000,54993,50960,59007,54392,55365,54069
5226,50000,20800,0,0,0,0,0
5227,250000,210812,86728,76188,77093,76480,75277
5228,320000,0,0,-9131,-2390,9758,17357
5229,260000,3171,15360,21099,17985,14662,17274
5230,20000,17784,16764,18356,18743,17518,18158
5231,50000,17285,17029,18142,18352,18397,18272
5232,50000,28273,26504,29007,30474,36905,28131
5233,50000,39437,35525,38809,30021,33979,34238
5234,150000,2554,2837,-6225,5175,-5673,8642
5235,20000,20964,20260,4686,-13749,6884,0
5236,190000,171462,153148,150281,163140,112145,136854
5237,250000,5379,-11746,10428,2310,0,-840
5238,380000,23062,68910,30163,26055,26817,12558
5239,330000,246409,249822,245681,248630,246558,247440
5240,50000,42174,42667,47119,7948,6037,8470
5241,140000,39582,40099,40923,41159,44109,41681
5242,20000,5065,3340,6100,5034,6432,3642
5243,70000,51482,52574,45762,42487,43618,43706
5244,160000,154843,146318,152871,138690,128486,133046
5245,240000,6170,0,0,0,0,0
5246,300000,1596,1180,-2170,2301,-420,-1338
5247,70000,22510,24307,24578,25326,28212,29363
5248,30000,8692,11505,17262,15190,16263,17460
5249,390000,20008,21645,22947,24223,25643,27025
5250,20000,5389,6429,8230,8586,8594,8844
5251,330000,225544,194844,174148,175971,179563,183393
5252,420000,201,-405,-2692,1044,-4466,2472
5253,200000,0,0,0,0,0,0
5254,70000,52262,70242,68107,41060,-2257,25184
5255,180000,19831,1537,-43,-43,-43,-43
5256,260000,175441,182942,187011,190230,165165,161349
5257,80000,-3381,-747,4305,-899,354,545
5258,250000,0,0,0,0,-150,185
5259,140000,131978,135604,134535,94728,96234,97720
5260,40000,36890,34034,34570,36427,39875,38272
5261,50000,26272,11916,1255,251,-8497,-348
5262,210000,154512,131069,129428,124871,113954,114542
5263,180000,28781,29794,28209,30453,9188,-1848
5264,50000,43090,45343,49149,17675,17542,16129
5265,320000,146238,146087,143054,76607,67043,68724
5266,230000,-290,9650,0,0,0,0
5267,160000,0,0,0,0,-821,1492
5268,110000,95853,87017,75484,71652,72381,72643
5269,250000,16376,18070,19428,20757,19382,24768
5271,170000,10974,12309,13294,14249,14974,15241
5272,140000,135256,120282,112263,72496,76815,72911
5273,60000,53406,53081,61331,50891,56970,60569
5274,20000,10283,-750,750,0,0,0
5275,80000,63753,57779,51667,46589,41484,42417
5276,60000,56201,56647,57553,56566,55897,57573
5278,320000,306408,312162,292342,174978,169670,128926
5279,50000,35271,35917,37441,11286,17242,9143
5280,10000,7634,2516,-4648,13232,0,0
5281,50000,46626,47450,48884,19121,17652,18460
5282,140000,128089,128174,126670,128991,124109,119735
5283,50000,0,-338,283,0,0,0
5284,80000,600,600,600,600,300,-850
5285,300000,263648,243573,243270,244841,241045,237351
5286,520000,463298,481189,386519,138770,141964,166188
5287,200000,76261,76515,73592,82816,83671,84342
5288,200000,0,-5825,5825,-3217,-5056,3115
5289,60000,53970,56848,18412,19229,21708,23950
5290,180000,96949,95307,111048,102782,105879,108666
5291,120000,30317,31496,32481,27102,24220,33523
5292,50000,46433,46208,47856,47230,47928,48146
5293,20000,16121,37078,19309,19351,17272,1554
5294,10000,14648,7122,8775,8760,10129,7691
5295,520000,4554,3201,-6159,3143,7052,12503
5296,500000,-4241,-1702347,1542258,24087,-282152,350458
5297,50000,48844,16686,18273,18669,19069,18685
5298,200000,36380,63972,53069,37007,4705,-23859
5299,360000,-2395,2379,-11850,11550,-309,407
5300,400000,-12488,17777,-13071,-31709,42723,-26023
5301,90000,0,-552,922,552,-318,-288
5302,90000,-1083,2917,-3708,3708,-2190,8927
5303,200000,56939,49567,56443,93988,44553,-1540
5304,150000,-457,-12940,126,2492,2174,5926
5305,350000,347247,347139,262072,259077,246680,252573
5306,500000,363829,371199,263551,266689,160383,157247
5307,160000,-141962,153725,150808,94623,94057,96984
5308,80000,47065,52599,53700,53522,49616,59898
5309,130000,133400,0,0,0,0,0
5310,100000,83210,47181,47424,50783,780,0
5311,80000,20737,38864,21125,26134,28276,29516
5312,50000,3388,25525,11969,12758,11390,15571
5313,80000,0,0,0,0,0,0
5314,200000,0,0,0,-1202,-83280,81320
5315,330000,36137,36076,39286,40367,41101,41859
5316,50000,9122,10142,9635,13903,16657,13240
5317,80000,309,-77,-77,-270,-463,-656
5318,270000,2615,5307,2011,-6396,3952,8794
5319,30000,9975,10351,13505,11677,11995,12443
5320,500000,-1638,563,944,-14,-220,131
5321,60000,-13523,16932,-3926,6220,-8189,10416
5322,20000,16851,15887,16302,17029,17362,17669
5323,180000,0,0,0,0,0,0
5324,30000,3656,0,0,0,0,0
5325,200000,577,-2470,2470,-1350,344,1006
5326,320000,1030,-1860,1306,794,-5562,5623
5327,210000,35608,37001,38053,39084,40416,41707
5328,200000,-1953,1655,-496,431,150,0
5329,170000,-1242,-458,5611,-2648,329,911
5330,50000,45658,46936,50040,9060,9245,9457
5331,20000,6986,9041,9971,10495,10169,11479
5332,20000,17075,17693,19273,19281,19292,19289
5333,580000,465798,455246,465511,468800,480667,494918
5334,80000,77002,76048,74422,67870,62510,50295
5335,50000,15768,18158,2445,-901,749,-763
5336,30000,24787,26752,85653,27351,28103,23400
5337,50000,43164,42087,28253,13199,13965,14712
5338,20000,1650,1650,1650,1650,1650,1650
5339,100000,68478,70915,71621,66567,74231,76780
5340,80000,76502,76933,78876,28237,28095,27657
5341,40000,780,-390,-150,-540,1080,-240
5342,80000,75908,78637,73882,44254,44576,39618
5343,10000,7119,10188,8794,8812,8118,6516
5344,200000,8589,-23577,20716,9226,276,14032
5346,140000,94998,99790,102652,42045,42434,43586
5347,340000,37037,42803,56670,10299,7816,38237
5348,220000,195155,192806,225462,108415,116021,106001
5349,80000,80424,76137,62468,49148,51472,48826
5350,20000,10968,11371,13541,12183,15581,16287
5351,500000,18467,3905,2914,-39535,38853,0
5352,100000,7398,7260,430,-860,430,-736
5353,150000,-4436,4055,-3324,3287,0,0
5354,360000,155617,158899,162112,165691,169089,173908
5355,60000,54894,55656,56950,58502,51715,52509
5356,500000,809,346,740,-1868,-15,1262
5357,270000,16,-1317,1307,-3300,2898,-3819
5358,230000,71664,53540,56131,38285,60872,66101
5359,160000,135014,135745,134923,135815,134935,132912
5360,20000,13294,13673,16016,15643,16372,17070
5361,230000,126882,128433,129272,131273,133687,114868
5362,50000,27229,28191,30744,18297,18781,11814
5363,500000,-1084,8660,-30498,29324,1174,-800
5364,80000,68465,66323,71896,77859,79079,76857
5365,50000,43587,39529,41110,8007,15651,14273
5366,20000,20832,18914,19455,16451,14233,14566
5367,200000,-2872,-4679,18472,-3932,-2836,-16169
5368,100000,37100,38223,39417,38993,44722,42024
5369,390000,161658,165758,171222,173132,177220,182829
5370,450000,-2967,2226,-10647,-576,8183,-19276
5371,10000,7229,4933,8881,8594,7243,8241
5372,270000,15443,19987,15501,15946,-217,-4283
5373,190000,131390,122812,116626,108011,105396,109186
5374,30000,31151,31804,29836,31189,31812,31499
5375,360000,11088,3030,3955,-230,-7213,8230
5376,50000,11969,23965,14833,17514,17429,9189
5377,240000,839,13165,13039,4439,6378,8046
5378,150000,137914,142682,119934,71711,73532,73652
5379,150000,143650,0,0,-1000,1000,-5000
5380,20000,16182,17095,18447,18312,16987,16822
5381,50000,390,-672,672,-3046,2830,0
5382,40000,35491,34881,36468,34655,35433,35666
5383,20000,14388,18427,17843,16459,17081,17234
5384,150000,0,0,0,0,0,0
5385,50000,-6572,7179,-1057,4467,1570,395
5386,50000,-26351,-212,18882,2335,5155,-12754
5387,50000,-12835,-5504,11316,10384,1420,0
5388,50000,5698,7421,8604,8800,1000,0
5389,200000,71203,73949,69853,68766,67444,65003
5390,200000,143631,160590,168386,156682,163029,168084
5391,120000,111918,114457,115469,113592,116212,116341
5392,90000,16978,17675,21329,24940,21004,27227
5393,30000,394,-7090,7480,-1803,1803,1023
5394,70000,-12657,10336,9155,3929,953,-33
5395,490000,-19816,21833,-6245,7000,-4341,3280
5396,50000,-10674,-2866,905,700,-1420,1420
5397,320000,224477,207833,198354,115372,37631,25900
5398,50000,10884,14382,13159,12832,14852,13099
5399,140000,-13751,15985,0,0,0,0
5400,500000,18909,-376258,377407,391047,-150,-213
5401,500000,-21445,13803,13110,-461,2409,1537
5402,50000,45986,45008,14935,9776,8619,7737
5403,170000,-108938,106762,108380,106710,106525,107860
5404,130000,20557,25792,26942,24013,27982,26473
5405,150000,-1919,6997,7710,8559,9401,9671
5406,50000,41675,43052,42938,38655,37930,37146
5407,410000,219152,228985,236529,245174,5194,-1812
5409,150000,28169,0,15000,-15000,15000,0
5410,260000,-1810,2500,0,0,0,0
5411,230000,0,0,0,0,0,0
5412,50000,22782,21970,21147,22546,18563,19227
5413,230000,58718,60810,840,-461,461,-250
5414,280000,227970,190506,193253,182398,172275,175145
5415,500000,1729,115,707,-684,-1132,523
5416,30000,27723,28428,25058,25765,26453,26956
5417,330000,285644,284005,292257,291805,293151,283959
5418,180000,172603,176639,175913,136362,136945,136693
5419,30000,27974,30797,28016,28681,28275,27164
5420,200000,-7755,-50542,55539,52936,4568,-2918
5421,80000,40956,17925,11115,11205,825,6049
5422,80000,29780,31261,32703,33125,36574,37382
